[1423937570487, 1423937570750, 1423937569766, 1423937573163, 1423937573163, 1423937573209]
[1423937577458, 1423937577782, 1423937576837, 1423937577886, 1423937577886, 1423937577937]
[1423937586732, 1423937586978, 1423937585992, 1423937587309, 1423937587309, 1423937587357]
[1423938558667, 1423938558918, 1423938557863, 1423938558948, 1423938558948, 1423938558983]
[1423939641264, 1423939641520, 1423939640445, 1423939641233, 1423939641233, 1423939641281]
[1423939641264, 1423939641520, 1423939668981, 1423939669979, 1423939669979, 1423939670013]
[1423941170938, 1423941171197, 1423941170135, 1423941170921, 1423941170921, 1423941170955]
[1423941189447, 1423941189678, 1423941188607, 1423941189825, 1423941189825, 1423941189859]
[1423941212007, 1423941214226, 1423941213164, 1423941214752, 1423941214752, 1423941214784]
[1423941233131, 1423941235156, 1423941234118, 1423941235185, 1423941235185, 1423941235548]
[1423941440264, 1423941440529, 1423941440669, 1423941441292, 1423941441292, 1423941441327]
[1424035085345, 1424035085553, 1424035085473, 1424035086579, 1424035086579, 1424035086615]
[1424035381933, 1424035382156, 1424035382584, 1424035386277, 1424035386277, 1424035386326]
[1424035456831, 1424035457040, 1424035457657, 1424035458320, 1424035458320, 1424035458353]
[1427320325480, 1427320325751, 1427320324739, 1427320328545, 1427320328545, 1427320328580]
[1427403571614, 1427403571893, 1427403570336, 1427403571363, 1427403571363, 1427403571398]
[1427403625432, 1427403625701, 1427403623374, 1427403624183, 1427403624183, 1427403624230]
[1427403999404, 1427403999670, 1427403997304, 1427403998003, 1427403998003, 1427403998049]
[1427404030579, 1427404030838, 1427404028871, 1427404030152, 1427404030152, 1427404030203]
[1427404092713, 1427404092964, 1427404090624, 1427404091951, 1427404091951, 1427404091984]
[1427404178947, 1427404179210, 1427404176930, 1427404177500, 1427404177500, 1427404177532]
[1427404198152, 1427404198424, 1427404196060, 1427404197050, 1427404197050, 1427404197099]
[1427404205587, 1427404205842, 1427404203518, 1427404204057, 1427404204057, 1427404204097]
[1427404237471, 1427404237699, 1427404235401, 1427404236392, 1427404236392, 1427404236427]
[1427404237202, 1427404237468, 1427404235129, 1427404237253, 1427404237253, 1427404237286]
[1427404242881, 1427404243122, 1427404240857, 1427404242672, 1427404242672, 1427404242706]
[1427404262570, 1427404262831, 1427404260538, 1427404260929, 1427404260929, 1427404260963]
[1427404292552, 1427404292807, 1427404290421, 1427404291031, 1427404291031, 1427404291063]
[1427404295691, 1427404295943, 1427404293552, 1427404294462, 1427404294462, 1427404294494]
[1427405304480, 1427405304750, 1427405302645, 1427405303781, 1427405303781, 1427405303831]
[1427405304480, 1427405304750, 1427405304005, 1427405306484, 1427405306484, 1427405306516]
[1427406295290, 1427406295554, 1427406293415, 1427406294706, 1427406294706, 1427406294832]
[1427406295290, 1427406295554, 1427406295177, 1427406297794, 1427406297794, 1427406297880]
[1427406307046, 1427406307324, 1427406305145, 1427406307083, 1427406307083, 1427406307115]
[1427406307046, 1427406307324, 1427406307226, 1427406312378, 1427406312378, 1427406312414]
[1427406380791, 1427406381051, 1427406379288, 1427406381479, 1427406381479, 1427406381513]
[1427406380791, 1427406381051, 1427406381622, 1427406382244, 1427406382244, 1427406382279]
[1427406476939, 1427406477187, 1427406474927, 1427406476591, 1427406476591, 1427406476652]
[1427406476939, 1427406477187, 1427406476883, 1427406479283, 1427406479283, 1427406479324]
[1427406550726, 1427406550989, 1427406548770, 1427406549743, 1427406549743, 1427406549782]
[1427406550726, 1427406550989, 1427406549995, 1427406551939, 1427406551939, 1427406551988]
[1427406623853, 1427406624118, 1427406621716, 1427406624117, 1427406624117, 1427406624166]
[1427406623853, 1427406624118, 1427406624322, 1427406625761, 1427406625761, 1427406625795]
[1427407273533, 1427407273805, 1427407271621, 1427407273200, 1427407273200, 1427407273240]
[1427407273533, 1427407273805, 1427407273454, 1427407274682, 1427407274682, 1427407274715]
[1427407281442, 1427407281712, 1427407279545, 1427407280457, 1427407280457, 1427407280509]
[1427407281442, 1427407281712, 1427407280681, 1427407282992, 1427407282992, 1427407283033]
[1427489847349, 1427489847623, 1427489846644, 1427489847471, 1427489847471, 1427489847547]
[1427489847349, 1427489847623, 1427489847737, 1427489849100, 1427489849100, 1427489849151]
[1427489880166, 1427489880423, 1427489878707, 1427489879319, 1427489879319, 1427489879352]
[1427489880166, 1427489880423, 1427489879469, 1427489880879, 1427489880879, 1427489880912]
[1427489940700, 1427489940962, 1427489939235, 1427489940355, 1427489940355, 1427489940389]
[1427489940700, 1427489940962, 1427489940493, 1427489941048, 1427489941048, 1427489941080]
[1427490152329, 1427490152589, 1427490150906, 1427490152548, 1427490152548, 1427490152581]
[1427490152329, 1427490152589, 1427490152698, 1427490153940, 1427490153940, 1427490153972]
[1427490194158, 1427490194427, 1427490192660, 1427490194165, 1427490194165, 1427490194199]
[1427490194158, 1427490194427, 1427490194310, 1427490196055, 1427490196055, 1427490196088]
[1427490582315, 1427490582578, 1427490580870, 1427490581651, 1427490581651, 1427490581687]
[1427490582315, 1427490582578, 1427490581794, 1427490582974, 1427490582974, 1427490583006]
[1427490689632, 1427490689903, 1427490688139, 1427490689012, 1427490689012, 1427490689046]
[1427490689632, 1427490689903, 1427490689154, 1427490691866, 1427490691866, 1427490691912]
[1427490692846, 1427490693080, 1427490691393, 1427490692976, 1427490692976, 1427490693010]
[1427490692846, 1427490693080, 1427490693119, 1427490694767, 1427490694767, 1427490694805]
[1427490755378, 1427490755635, 1427490753897, 1427490754526, 1427490754526, 1427490754560]
[1427490755378, 1427490755635, 1427490754666, 1427490756334, 1427490756334, 1427490756369]
[1427492420499, 1427492420780, 1427492420704, 1427492421756, 1427492421756, 1427492421809]
[1427492420499, 1427492420780, 1427492422008, 1427492423698, 1427492423698, 1427492423747]
[1427745842285, 1427745842565, 1427745836805, 1427745838600, 1427745838600, 1427745838719]
[1427745842285, 1427745842565, 1427745839083, 1427745839819, 1427745839819, 1427745839853]
[1427745994613, 1427745994895, 1427745986720, 1427745987925, 1427745987925, 1427745987976]
[1427745994613, 1427745994895, 1427745988096, 1427745989176, 1427745989176, 1427745989227]
[1427746016258, 1427746016532, 1427746008747, 1427746010969, 1427746010969, 1427746011038]
[1427746016258, 1427746016532, 1427746011287, 1427746012753, 1427746012753, 1427746012786]
[1427746023885, 1427746024139, 1427746016499, 1427746017591, 1427746017591, 1427746017642]
[1427746023885, 1427746024139, 1427746017889, 1427746018560, 1427746018560, 1427746018598]
[1427746047601, 1427746047864, 1427746039755, 1427746041797, 1427746041797, 1427746041834]
[1427746047601, 1427746047864, 1427746042037, 1427746042689, 1427746042689, 1427746042738]
[1427746106441, 1427746106692, 1427746098617, 1427746100289, 1427746100289, 1427746100323]
[1427746106441, 1427746106692, 1427746100427, 1427746101135, 1427746101135, 1427746101168]
[1427746150766, 1427746151015, 1427746142869, 1427746144466, 1427746144466, 1427746144505]
[1427746150766, 1427746151015, 1427746144631, 1427746145294, 1427746145294, 1427746145327]
[1427746733080, 1427746733336, 1427746725359, 1427746727309, 1427746727309, 1427746727359]
[1427746733080, 1427746733336, 1427746727485, 1427746729614, 1427746729614, 1427746729652]
[1427748642689, 1427748642955, 1427748635067, 1427748636196, 1427748636196, 1427748636233]
[1427748642689, 1427748642955, 1427748636409, 1427748638183, 1427748638183, 1427748638225]
[1427815671456, 1427815671718, 1427815671283, 1427815672388, 1427815672388, 1427815672421]
[1427815671456, 1427815671718, 1427815672548, 1427815673745, 1427815673745, 1427815673778]
[1427815846006, 1427815846284, 1427815844916, 1427815845794, 1427815845794, 1427815845832]
[1427815846006, 1427815846284, 1427815845981, 1427815847704, 1427815847704, 1427815847735]
[1427815926691, 1427815927011, 1427815925664, 1427815927126, 1427815927126, 1427815927159]
[1427815926691, 1427815927011, 1427815927299, 1427815928306, 1427815928306, 1427815928340]
[1427815988817, 1427815989059, 1427815988323, 1427815989367, 1427815989367, 1427815989407]
[1427815988817, 1427815989059, 1427815989513, 1427815990022, 1427815990022, 1427815990057]
[1427827634231, 1427827634496, 1427827634652, 1427827635909, 1427827635909, 1427827635942]
[1427827634231, 1427827634496, 1427827636045, 1427827637300, 1427827637300, 1427827637332]
[1427827744603, 1427827744924, 1427827745650, 1427827746529, 1427827746529, 1427827746563]
[1427827744603, 1427827744924, 1427827746671, 1427827747887, 1427827747887, 1427827747920]
